0,Id,IdType,description
Mapoly0001s0132,PF07767 KOG2823 PTHR14211,PFAM KOG PANTHER,Nop53 (60S ribosomal biogenesis) Cellular protein (glioma tumor suppressor candidate region gene 2) GLIOMA SUPPRESSOR CANDIDATE REGION GENE 2
Mapoly0001s0137,GO:0003677 GO:0005524 GO:0003910 PTHR10459:SF7 PF04679 PTHR10459 GO:0051103 PF00533 PF01068 6.5.1.1 K10777 GO:0006281 PF04675 PF11411 KOG0966 GO:0006310,GO GO GO PANTHER PFAM PANTHER GO PFAM PFAM EC KEGGORTH GO PFAM PFAM KOG GO,DNA binding ATP binding DNA ligase (ATP) activity DNA LIGASE IV ATP dependent DNA ligase C terminal region DNA LIGASE DNA ligation involved in DNA repair BRCA1 C Terminus (BRCT) domain ATP dependent DNA ligase domain DNA ligase (ATP). DNA ligase 4 [EC:6.5.1.1] DNA repair DNA ligase N terminus DNA ligase IV ATP-dependent DNA ligase IV DNA recombination
Mapoly0001s0138,GO:0016567 PF00514 GO:0005515 PTHR23315:SF71 GO:0004842 PTHR23315 PF04564,GO PFAM GO PANTHER GO PANTHER PFAM,protein ubiquitination Armadillo/beta-catenin-like repeat protein binding nan ubiquitin-protein ligase activity BETA CATENIN-RELATED ARMADILLO REPEAT-CONTAINING U-box domain
Mapoly0001s0139,K06694 GO:0005515 PF00023 KOG4412 PF12796 PTHR24198,KEGGORTH GO PFAM KOG PFAM PANTHER,"26S proteasome non-ATPase regulatory subunit 10 protein binding Ankyrin repeat 26S proteasome regulatory complex, subunit PSMD10 Ankyrin repeats (3 copies) ANKYRIN REPEAT AND PROTEIN KINASE DOMAIN-CONTAINING PROTEIN"
Mapoly0001s0140,PTHR12136:SF47 PF01852 PTHR12136 GO:0008289 PF07059,PANTHER PFAM PANTHER GO PFAM,nan START domain STEROIDOGENIC ACUTE REGULATORY PROTEIN (STAR) lipid binding Protein of unknown function (DUF1336)
Mapoly0001s0141,PF01535 PTHR24015,PFAM PANTHER,PPR repeat FAMILY NOT NAMED
Mapoly0001s0142,PF08238 PTHR12298 PF01753,PFAM PANTHER PFAM,Sel1 repeat PCDC2 (PROGRAMMED CELL DEATH PROTEIN 2)-RELATED MYND finger
Mapoly0001s0146,GO:0034755 PTHR11660:SF49 GO:0016021 KOG2601 GO:0005381 PTHR11660 PF06963,GO PANTHER GO KOG GO PANTHER PFAM,iron ion transmembrane transport nan integral to membrane Iron transporter iron ion transmembrane transporter activity FAMILY NOT NAMED Ferroportin1 (FPN1)
Mapoly0001s0147,PF04535 PTHR32021 PTHR32021:SF1,PFAM PANTHER PANTHER,Domain of unknown function (DUF588) FAMILY NOT NAMED nan
Mapoly0001s0148,3.5.1.3 GO:0006807 PF00795 PTHR23088 KOG0806 PTHR23088:SF20 K13566 GO:0016810,EC GO PFAM PANTHER KOG PANTHER KEGGORTH GO,"Omega-amidase. nitrogen compound metabolic process Carbon-nitrogen hydrolase NITRILASE-RELATED Carbon-nitrogen hydrolase nan omega-amidase [EC:3.5.1.3] hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
Mapoly0001s0149,K11596 PF02170 PF08699 PTHR22891 PF02171 GO:0005515 PTHR22891:SF25 KOG1041,KEGGORTH PFAM PFAM PANTHER PFAM GO PANTHER KOG,argonaute PAZ domain Domain of unknown function (DUF1785) EUKARYOTIC TRANSLATION INITIATION FACTOR 2C Piwi domain protein binding nan Translation initiation factor 2C (eIF-2C) and related proteins
Mapoly0001s0151,GO:0008565 K03116 GO:0015031 PF02416,GO KEGGORTH GO PFAM,protein transporter activity sec-independent protein translocase protein TatA protein transport mttA/Hcf106 family
Mapoly0001s0152,PF13855 PF08263 GO:0005515 PF13504 PF00560 PTHR24420 KOG0472,PFAM PFAM GO PFAM PFAM PANTHER KOG,Leucine rich repeat Leucine rich repeat N-terminal domain protein binding Leucine rich repeat Leucine Rich Repeat LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE Leucine-rich repeat protein
Mapoly0001s0154,PTHR10742 PF01593 GO:0055114 GO:0016491 KOG0029 PTHR10742:SF233,PANTHER PFAM GO GO KOG PANTHER,AMINE OXIDASE Flavin containing amine oxidoreductase oxidation-reduction process oxidoreductase activity Amine oxidase nan
Mapoly0001s0155,GO:0003677 PTHR10133 PF01367 PTHR10133:SF22 GO:0003824 PF02739,GO PANTHER PFAM PANTHER GO PFAM,"DNA binding DNA POLYMERASE I 5'-3' exonuclease, C-terminal SAM fold SUBFAMILY NOT NAMED catalytic activity 5'-3' exonuclease, N-terminal resolvase-like domain"
Mapoly0001s0156,PTHR21737 PF10312 GO:0005515 PTHR21737:SF4 KOG2370 PF09732,PANTHER PFAM GO PANTHER KOG PFAM,POLYGLUTAMINE BINDING PROTEIN 1/MARVEL (MEMBRANE-ASSOCIATING) DOMAIN CONTAINING 3 Conserved mid region of cactin protein binding CACTIN-RELATED Cactin Cactus-binding C-terminus of cactin protein
Mapoly0001s0157,K10601 KOG1493 PTHR12477 GO:0005515 PTHR12477:SF72 PF13639 GO:0008270 6.3.2.19,KEGGORTH KOG PANTHER GO PANTHER PFAM GO EC,"E3 ubiquitin-protein ligase synoviolin [EC:6.3.2.19] Anaphase-promoting complex (APC), subunit 11 SYNOVIOLIN-RELATED protein binding nan Ring finger domain zinc ion binding Ubiquitin--protein ligase."
Mapoly0001s0158,GO:0005737 PF02544 1.3.1.- GO:0016021 K10258 GO:0016627 PTHR10556:SF28 KOG1639 PTHR10556 GO:0006629,GO PFAM EC GO KEGGORTH GO PANTHER KOG PANTHER GO,"cytoplasm 3-oxo-5-alpha-steroid 4-dehydrogenase With NAD(+) or NADP(+) as acceptor. integral to membrane enoyl reductase [EC:1.3.1.-] oxidoreductase activity, acting on the CH-CH group of donors ENOYL REDUCTASE TSC13-RELATED Steroid reductase required for elongation of the very long chain fatty acids 3-OXO-5-ALPHA-STEROID 4-DEHYDROGENASE lipid metabolic process"
Mapoly0001s0159,PF00628 GO:0005515,PFAM GO,PHD-finger protein binding
Mapoly0001s0160,PF06521,PFAM,PAR1 protein
Mapoly0001s0161,GO:0005840 PF00416 GO:0003723 GO:0003735 GO:0005622 KOG3311 PTHR10871 GO:0006412,GO PFAM GO GO GO KOG PANTHER GO,ribosome Ribosomal protein S13/S18 RNA binding structural constituent of ribosome intracellular Ribosomal protein S18 30S RIBOSOMAL PROTEIN S13/40S RIBOSOMAL PROTEIN S18 translation
Mapoly0001s0167,PF00488 GO:0005524 PTHR11361 PF05188 GO:0006298 GO:0030983 PTHR11361:SF21 K08740 PF05192 PF05190,PFAM GO PANTHER PFAM GO GO PANTHER KEGGORTH PFAM PFAM,"MutS domain V ATP binding DNA MISMATCH REPAIR MUTS RELATED PROTEINS MutS domain II mismatch repair mismatched DNA binding MUTS HOMOLOG 4, MSH4 DNA mismatch repair protein MSH4 MutS domain III MutS family domain IV"
Mapoly0001s0168,GO:0000103 GO:0005524 K00860 PTHR11055 2.7.1.25 KOG0635 GO:0004020 PF01583,GO GO KEGGORTH PANTHER EC KOG GO PFAM,sulfate assimilation ATP binding adenylylsulfate kinase [EC:2.7.1.25] ADENYLSULFATE KINASE/SULFATE ADENYLTRANSFERASE Adenylyl-sulfate kinase. Adenosine 5'-phosphosulfate kinase adenylylsulfate kinase activity Adenylylsulphate kinase
Mapoly0001s0169,PF09353,PFAM,Domain of unknown function (DUF1995)
Mapoly0001s0174,PF14309 PF14383 PF12552 PTHR21726,PFAM PFAM PFAM PANTHER,Domain of unknown function (DUF4378) DUF761-associated sequence motif Protein of unknown function (DUF3741) PHOSPHATIDYLINOSITOL N-ACETYLGLUCOSAMINYLTRANSFERASE SUBUNIT P (DOWN SYNDROME CRITICAL REGION PROTEIN 5)-RELATED
Mapoly0001s0176,PTHR21461:SF3 PF01697 PTHR21461,PANTHER PFAM PANTHER,gb def: Hypothetical protein M03F8.4 Glycosyltransferase family 92 UNCHARACTERIZED
Mapoly0001s0178,PF00782 K05766 GO:0006470 PTHR10159 GO:0008138,PFAM KEGGORTH GO PANTHER GO,"Dual specificity phosphatase, catalytic domain slingshot protein dephosphorylation DUAL SPECIFICITY PROTEIN PHOSPHATASE protein tyrosine/serine/threonine phosphatase activity"
Mapoly0001s0179,PTHR10835 PF13450 1.14.99.7 GO:0050660 KOG1298 GO:0055114 PF08491 GO:0016021 K00511 GO:0004506,PANTHER PFAM EC GO KOG GO PFAM GO KEGGORTH GO,SQUALENE MONOOXYGENASE NAD(P)-binding Rossmann-like domain Transferred entry: 1.14.13.132. flavin adenine dinucleotide binding Squalene monooxygenase oxidation-reduction process Squalene epoxidase integral to membrane squalene monooxygenase [EC:1.14.99.7] squalene monooxygenase activity
Mapoly0001s0180,PTHR23272,PANTHER,BED FINGER-RELATED
Mapoly0001s0181,PTHR10784 PTHR10784:SF0 K03264 GO:0042256 GO:0043022 KOG3185 PF01912,PANTHER PANTHER KEGGORTH GO GO KOG PFAM,EUKARYOTIC TRANSLATION INITIATION FACTOR 6 EUKARYOTIC TRANSLATION INITIATION FACTOR 6 translation initiation factor eIF-6 mature ribosome assembly ribosome binding Translation initiation factor 6 (eIF-6) eIF-6 family
Mapoly0001s0182,PTHR32133 PTHR32133:SF83 GO:0005515 PF00646,PANTHER PANTHER GO PFAM,FAMILY NOT NAMED nan protein binding F-box domain
Mapoly0001s0183,PF03006 PTHR20855:SF32 PTHR20855 GO:0016021 KOG0748,PFAM PANTHER PANTHER GO KOG,"Haemolysin-III related nan ADIPOR/PROGESTIN RECEPTOR-RELATED integral to membrane Predicted membrane proteins, contain hemolysin III domain"
Mapoly0001s0184,K13448 PTHR10891:SF290 PTHR10891 PF13499 GO:0005509 KOG0027,KEGGORTH PANTHER PANTHER PFAM GO KOG,calcium-binding protein CML SUBFAMILY NOT NAMED EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN EF-hand domain pair calcium ion binding Calmodulin and related proteins (EF-Hand superfamily)
Mapoly0001s0185,PF00190 GO:0045735 PTHR31189,PFAM GO PANTHER,Cupin nutrient reservoir activity FAMILY NOT NAMED
Mapoly0001s0189,PF06799,PFAM,Protein of unknown function (DUF1230)
Mapoly0001s0190,PTHR25040 PF00226 PTHR25040:SF141,PANTHER PFAM PANTHER,FAMILY NOT NAMED DnaJ domain nan
Mapoly0001s0191,GO:0005524 GO:0016021 PF00664 KOG0058 GO:0016887 GO:0006810 GO:0055085 GO:0042626 PTHR24221 PF00005,GO GO PFAM KOG GO GO GO GO PANTHER PFAM,"ATP binding integral to membrane ABC transporter transmembrane region Peptide exporter, ABC superfamily ATPase activity transport transmembrane transport ATPase activity, coupled to transmembrane movement of substances FAMILY NOT NAMED ABC transporter"
Mapoly0001s0192,GO:0003677 GO:0006355 PF02701 PTHR31089,GO GO PFAM PANTHER,"DNA binding regulation of transcription, DNA-dependent Dof domain, zinc finger FAMILY NOT NAMED"
Mapoly0001s0194,GO:0003677 GO:0005524 K14436 PTHR10799 PF00385 PTHR10799:SF182 PF00176 3.6.4.12 PF00271 KOG0384,GO GO KEGGORTH PANTHER PFAM PANTHER PFAM EC PFAM KOG,DNA binding ATP binding chromodomain-helicase-DNA-binding protein 6 [EC:3.6.4.12] SWI/SNF-RELATED MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY-RELATED Chromo (CHRromatin Organisation MOdifier) domain CHROMODOMAIN-HELICASE-DNA-BINDING PROTEIN SNF2 family N-terminal domain DNA helicase. Helicase conserved C-terminal domain Chromodomain-helicase DNA-binding protein
Mapoly0001s0195,GO:0070985 GO:0006355 GO:0016538 GO:0019901 PTHR10026:SF8 PF00134 PTHR10026 KOG2496 GO:0006351 GO:0000079,GO GO GO GO PANTHER PFAM PANTHER KOG GO GO,"TFIIK complex regulation of transcription, DNA-dependent cyclin-dependent protein serine/threonine kinase regulator activity protein kinase binding CYCLIN H Cyclin, N-terminal domain CYCLIN Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, cyclin H subunit transcription, DNA-dependent regulation of cyclin-dependent protein serine/threonine kinase activity"
Mapoly0001s0197,K10733 GO:0006260 PF05916 GO:0005634 KOG4071 PTHR12772,KEGGORTH GO PFAM GO KOG PANTHER,GINS complex subunit 2 DNA replication GINS complex protein nucleus Uncharacterized conserved protein DNA REPLICATION COMPLEX GINS PROTEIN PSF2
Mapoly0001s0198,GO:0005524 2.7.12.1 PF00069 GO:0004672 K08825 PTHR24058 KOG0667 GO:0006468 PTHR24058:SF22,GO EC PFAM GO KEGGORTH PANTHER KOG GO PANTHER,ATP binding Dual-specificity kinase. Protein kinase domain protein kinase activity dual-specificity tyrosine-(Y)-phosphorylation regulated kinase [EC:2.7.12.1] DUAL SPECIFICITY PROTEIN KINASE Dual-specificity tyrosine-phosphorylation regulated kinase protein phosphorylation DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 2
Mapoly0001s0199,PF00560 PF08263 PTHR24420:SF727 PF12799 GO:0005515 PTHR24420,PFAM PFAM PANTHER PFAM GO PANTHER,Leucine Rich Repeat Leucine rich repeat N-terminal domain nan Leucine Rich repeats (2 copies) protein binding LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE
Mapoly0001s0200,K01778 PF01678 5.1.1.7 GO:0008837 GO:0009089 PTHR31689 PTHR31689:SF0,KEGGORTH PFAM EC GO GO PANTHER PANTHER,diaminopimelate epimerase [EC:5.1.1.7] Diaminopimelate epimerase Diaminopimelate epimerase. diaminopimelate epimerase activity lysine biosynthetic process via diaminopimelate FAMILY NOT NAMED SUBFAMILY NOT NAMED
Mapoly0001s0201,GO:0005840 KOG3449 GO:0006414 PTHR21141 GO:0003735 K02943 GO:0005622 PF00428,GO KOG GO PANTHER GO KEGGORTH GO PFAM,ribosome 60S acidic ribosomal protein P2 translational elongation 60S ACIDIC RIBOSOMAL PROTEIN FAMILY MEMBER structural constituent of ribosome large subunit ribosomal protein LP2 intracellular 60s Acidic ribosomal protein
Mapoly0001s0203,GO:0016773 GO:0005515 KOG2381 PF00454 PTHR10666:SF90 PF00240 PTHR10666,GO GO KOG PFAM PANTHER PFAM PANTHER,"phosphotransferase activity, alcohol group as acceptor protein binding Phosphatidylinositol 4-kinase Phosphatidylinositol 3- and 4-kinase nan Ubiquitin family UBIQUITIN"
Mapoly0001s0204,PF03798 KOG1607 PTHR12560:SF5 GO:0016021 PTHR12560,PFAM KOG PANTHER GO PANTHER,TLC domain Protein transporter of the TRAM (translocating chain-associating membrane) superfamily gb def: lagl protein [suberites domuncula] integral to membrane LONGEVITY ASSURANCE FACTOR 1 (LAG1)
Mapoly0001s0206,KOG2073 PTHR12634:SF8 PF04499 PTHR12634,KOG PANTHER PFAM PANTHER,SAP family cell cycle dependent phosphatase-associated protein SUBFAMILY NOT NAMED SIT4 phosphatase-associated protein SIT4(YEAST)-ASSOCIATING PROTEIN-RELATED
Mapoly0001s0208,PTHR31431 KOG4833 PTHR31431:SF1 K14311 PF10487,PANTHER KOG PANTHER KEGGORTH PFAM,FAMILY NOT NAMED Uncharacterized conserved protein nan nuclear pore complex protein Nup188 Nucleoporin subcomplex protein binding to Pom34
Mapoly0001s0210,PF01453,PFAM,D-mannose binding lectin
Mapoly0001s0211,PF01453,PFAM,D-mannose binding lectin
Mapoly0001s0212,PTHR23084 PF02493,PANTHER PFAM,PHOSPHATIDYLINOSITOL-4-PHOSPHATE 5-KINASE RELATED MORN repeat
Mapoly0001s0213,KOG2678 PTHR13050 PF09753,KOG PANTHER PFAM,Predicted membrane protein USE1-LIKE PROTEIN Membrane fusion protein Use1
Mapoly0001s0214,K01738 PF00291 2.5.1.47 PTHR10314:SF83 KOG1481 PTHR10314,KEGGORTH PFAM EC PANTHER KOG PANTHER,"cysteine synthase A [EC:2.5.1.47] Pyridoxal-phosphate dependent enzyme Cysteine synthase. nan Cysteine synthase SER/THR DEHYDRATASE, TRP SYNTHASE"
Mapoly0001s0215,GO:0006355 PTHR15657:SF1 PF08524 PTHR15657,GO PANTHER PFAM PANTHER,"regulation of transcription, DNA-dependent SUBFAMILY NOT NAMED rRNA processing UNCHARACTERIZED"
Mapoly0001s0216,KOG0121 PTHR24012 PTHR24012:SF238 GO:0003676 PF00076,KOG PANTHER PANTHER GO PFAM,"Nuclear cap-binding protein complex, subunit CBP20 (RRM superfamily) FAMILY NOT NAMED nan nucleic acid binding RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
Mapoly0001s0218,GO:0016021 PF01080 PTHR10202:SF13 GO:0004190 K04505 3.4.23.- PTHR10202,GO PFAM PANTHER GO KEGGORTH EC PANTHER,integral to membrane Presenilin PRESENILIN HOMOLOG aspartic-type endopeptidase activity presenilin 1 [EC:3.4.23.-] Aspartic endopeptidases. PRESENILIN
Mapoly0001s0219,2.5.1.46 PTHR11703 K00809 GO:0008612 PF01916 KOG2924,EC PANTHER KEGGORTH GO PFAM KOG,Deoxyhypusine synthase. DEOXYHYPUSINE SYNTHASE deoxyhypusine synthase [EC:2.5.1.46] peptidyl-lysine modification to hypusine Deoxyhypusine synthase Deoxyhypusine synthase
Mapoly0001s0224,K01738 PF00291 2.5.1.47 KOG1481 PTHR10314 PTHR10314:SF84,KEGGORTH PFAM EC KOG PANTHER PANTHER,"cysteine synthase A [EC:2.5.1.47] Pyridoxal-phosphate dependent enzyme Cysteine synthase. Cysteine synthase SER/THR DEHYDRATASE, TRP SYNTHASE nan"
Mapoly0001s0226,GO:0016020 KOG1291 PF01566 GO:0006810 K14513 PTHR11706 PTHR11706:SF28 GO:0005215,GO KOG PFAM GO KEGGORTH PANTHER PANTHER GO,membrane Mn2+ and Fe2+ transporters of the NRAMP family Natural resistance-associated macrophage protein transport ethylene-insensitive protein 2 MANGANESE TRANSPORTER nan transporter activity
Mapoly0001s0227,GO:0010215 PF04833 GO:0016049 GO:0031225 PTHR31052 PTHR31052:SF3,GO PFAM GO GO PANTHER PANTHER,cellulose microfibril organization COBRA-like protein cell growth anchored to membrane FAMILY NOT NAMED nan
Mapoly0001s0228,GO:0016773 K00888 GO:0046854 PTHR10048 PF00613 PTHR10048:SF15 PF00454 2.7.1.67 KOG0902 GO:0048015,GO KEGGORTH GO PANTHER PFAM PANTHER PFAM EC KOG GO,"phosphotransferase activity, alcohol group as acceptor phosphatidylinositol 4-kinase [EC:2.7.1.67] phosphatidylinositol phosphorylation PHOSPHATIDYLINOSITOL KINASE Phosphoinositide 3-kinase family, accessory domain (PIK domain) PHOSPHATIDYLINOSITOL 4-KINASE ALPHA Phosphatidylinositol 3- and 4-kinase 1-phosphatidylinositol 4-kinase. Phosphatidylinositol 4-kinase phosphatidylinositol-mediated signaling"
Mapoly0001s0230,3.6.3.14 PF04627 GO:0046933 GO:0046961 KOG3495 GO:0015986 PTHR12448 K02135 GO:0000275 PTHR12448:SF0,EC PFAM GO GO KOG GO PANTHER KEGGORTH GO PANTHER,"H(+)-transporting two-sector ATPase. Mitochondrial ATP synthase epsilon chain proton-transporting ATP synthase activity, rotational mechanism proton-transporting ATPase activity, rotational mechanism Mitochondrial F1F0-ATP synthase, subunit epsilon/ATP15 ATP synthesis coupled proton transport ATP SYNTHASE EPSILON CHAIN, MITOCHONDRIAL F-type H+-transporting ATPase subunit epsilon [EC:3.6.3.14] mitochondrial proton-transporting ATP synthase complex, catalytic core F(1) SUBFAMILY NOT NAMED"
Mapoly0001s0231,PF11152,PFAM,Protein of unknown function (DUF2930)
Mapoly0001s0232,GO:0005840 KOG1624 GO:0003735 PF00573 PTHR10746 GO:0006412,GO KOG GO PFAM PANTHER GO,ribosome Mitochondrial/chloroplast ribosomal protein L4 structural constituent of ribosome Ribosomal protein L4/L1 family 50S RIBOSOMAL PROTEIN L4 translation
Mapoly0001s0233,PTHR12385:SF14 KOG1362 PF04515 PTHR12385,PANTHER KOG PFAM PANTHER,CHOLINE TRANSPORTER-LIKE PROTEIN 2 (SOLUTE CARRIER FAMILY 44 MEMBER 2)  SOURCE:U Choline transporter-like protein Plasma-membrane choline transporter CTL TRANSPORTER
Mapoly0001s0234,PTHR21230 KOG3251 K08496 PF12352 PTHR21230:SF1,PANTHER KOG KEGGORTH PFAM PANTHER,VESICLE TRANSPORT V-SNARE PROTEIN VTI1-RELATED Golgi SNAP receptor complex member golgi SNAP receptor complex member 2 Snare region anchored in the vesicle membrane C-terminus MEMBRIN
Mapoly0001s0235,PF03407,PFAM,Nucleotide-diphospho-sugar transferase
Mapoly0001s0236,KOG4527,KOG,"Cytochrome c oxidase, subunit VIIc/COX8"
Mapoly0001s0237,GO:0005840 KOG0746 PF00297 PTHR11363 GO:0003735 GO:0005622 K02925 GO:0006412,GO KOG PFAM PANTHER GO GO KEGGORTH GO,ribosome 60S ribosomal protein L3 and related proteins Ribosomal protein L3 60S RIBOSOMAL PROTEIN L3-RELATED structural constituent of ribosome intracellular large subunit ribosomal protein L3e translation
Mapoly0001s0238,PF02978 K03106 GO:0048500 KOG0780 PF00448 GO:0006614 PF02881 GO:0005525 PTHR11564:SF5 PTHR11564 GO:0008312,PFAM KEGGORTH GO KOG PFAM GO PFAM GO PANTHER PANTHER GO,"Signal peptide binding domain signal recognition particle subunit SRP54 signal recognition particle Signal recognition particle, subunit Srp54 SRP54-type protein, GTPase domain SRP-dependent cotranslational protein targeting to membrane SRP54-type protein, helical bundle domain GTP binding SIGNAL RECOGNITION PARTICLE 54 KDA PROTEIN GTPASE CONTAINING FAMILY OF SIGNAL RECOGNITION PARTICLE PROTEINS 7S RNA binding"
Mapoly0001s0240,KOG3126 PTHR11743 GO:0005741 K05862 PTHR11743:SF29 PF01459 GO:0055085,KOG PANTHER GO KEGGORTH PANTHER PFAM GO,Porin/voltage-dependent anion-selective channel protein VOLTAGE-DEPENDENT ANION-SELECTIVE CHANNEL mitochondrial outer membrane voltage-dependent anion channel nan Eukaryotic porin transmembrane transport
Mapoly0001s0242,GO:0016020 GO:0030001 PTHR11040 PF02535 KOG1558 GO:0055085 GO:0046873 PTHR11040:SF44,GO GO PANTHER PFAM KOG GO GO PANTHER,membrane metal ion transport ZINC/IRON TRANSPORTER ZIP Zinc transporter Fe2+/Zn2+ regulated transporter transmembrane transport metal ion transmembrane transporter activity nan
Mapoly0001s0244,PTHR24413 PF00651 GO:0005515,PANTHER PFAM GO,FAMILY NOT NAMED BTB/POZ domain protein binding
Mapoly0001s0245,KOG3208 GO:0005801 GO:0000139 GO:0016021 PTHR21094:SF1 K08495 PTHR21094 PF12352 GO:0006888,KOG GO GO GO PANTHER KEGGORTH PANTHER PFAM GO,SNARE protein GS28 cis-Golgi network Golgi membrane integral to membrane gb def: Hypothetical protein C4G8.10 in chromosome I golgi SNAP receptor complex member 1 GOS-28 SNARE- RELATED Snare region anchored in the vesicle membrane C-terminus ER to Golgi vesicle-mediated transport
Mapoly0001s0246,PTHR23125 PTHR23125:SF275,PANTHER PANTHER,F-BOX/LEUCINE RICH REPEAT PROTEIN nan
Mapoly0001s0248,KOG1663 PF07279,KOG PFAM,O-methyltransferase Protein of unknown function (DUF1442)
Mapoly0001s0250,PTHR23041 GO:0005515 GO:0008270 6.3.2.19 PTHR23041:SF56 KOG4739 K10639 PF14634,PANTHER GO GO EC PANTHER KOG KEGGORTH PFAM,RING FINGER DOMAIN-CONTAINING protein binding zinc ion binding Ubiquitin--protein ligase. nan Uncharacterized protein involved in synaptonemal complex formation E3 ubiquitin-protein ligase CCNP1IP1 [EC:6.3.2.19] zinc-RING finger domain
